text,label,rating,cleaned_text,vader_sentiment,vader_score,textblob_sentiment,textblob_polarity,lr_sentiment,true_sentiment
Absolutely wonderful. Five stars!,Positive,5,absolutely wonderful five stars,Positive,0.6115,Positive,1.0,Positive,Positive
Disappointed with this purchase.,Negative,1,disappointed with this purchase,Negative,-0.4767,Negative,-0.75,Negative,Negative
Awful experience from start to finish.,Negative,1,awful experience from start to finish,Negative,-0.4588,Negative,-1.0,Negative,Negative
"Terrible product, broke after one use.",Negative,1,terrible product broke after one use,Negative,-0.7096,Negative,-1.0,Negative,Negative
Above and beyond what I expected for this price.,Positive,5,above and beyond what i expected for this price,Neutral,0.0,Neutral,-0.05,Positive,Positive
Acceptable quality for the price I paid.,Neutral,3,acceptable quality for the price i paid,Positive,0.3182,Neutral,0.0,Neutral,Neutral
The worst online purchase I have ever made.,Negative,1,the worst online purchase i have ever made,Negative,-0.6249,Negative,-1.0,Negative,Negative
"Avoid at all costs, this is not worth it.",Negative,1,avoid at all costs this is not worth it,Negative,-0.434,Negative,-0.15,Negative,Negative
"Amazing quality and very affordable, highly recommend.",Positive,5,amazing quality and very affordable highly recommend,Positive,0.7818,Positive,0.32,Positive,Positive
"This is exactly what I needed, works great.",Positive,5,this is exactly what i needed works great,Positive,0.6249,Positive,0.525,Positive,Positive
Functional but the design could use improvement.,Neutral,3,functional but the design could use improvement,Positive,0.6124,Neutral,0.0,Neutral,Neutral
Disappointed with this purchase.,Negative,1,disappointed with this purchase,Negative,-0.4767,Negative,-0.75,Negative,Negative
Good enough for occasional use.,Neutral,3,good enough for occasional use,Positive,0.4404,Positive,0.2333333333333333,Neutral,Neutral
Very impressed with the quality and the fast shipping.,Positive,5,very impressed with the quality and the fast shipping,Positive,0.5256,Positive,0.6,Positive,Positive
Very poor quality and bad customer service.,Negative,1,very poor quality and bad customer service,Negative,-0.7841,Negative,-0.6099999999999999,Negative,Negative
Not bad but not great either.,Neutral,3,not bad but not great either,Negative,-0.5448,Neutral,-0.02500000000000005,Neutral,Neutral
"Really good quality, arrived quickly and well packaged.",Positive,5,really good quality arrived quickly and well packaged,Positive,0.6478,Positive,0.5166666666666666,Positive,Positive
"Terrible product, broke after one use.",Negative,1,terrible product broke after one use,Negative,-0.7096,Negative,-1.0,Negative,Negative
Very pleased with the quality and functionality.,Positive,5,very pleased with the quality and functionality,Positive,0.4927,Positive,0.65,Positive,Positive
I use it daily and it has held up perfectly.,Positive,5,i use it daily and it has held up perfectly,Positive,0.6369,Positive,0.5,Positive,Positive
The quality exceeded what I expected at this price point.,Positive,5,the quality exceeded what i expected at this price point,Neutral,0.0,Neutral,-0.1,Positive,Positive
"Seems okay so far, time will tell how it holds up.",Neutral,3,seems okay so far time will tell how it holds up,Positive,0.2263,Positive,0.3,Neutral,Neutral
The best part is how easy it is to set up.,Positive,5,the best part is how easy it is to set up,Positive,0.7964,Positive,0.7166666666666667,Positive,Positive
The item came broken and returning it was a hassle.,Negative,1,the item came broken and returning it was a hassle,Negative,-0.4767,Negative,-0.4,Negative,Negative
It will do for now but I will probably upgrade later.,Neutral,3,it will do for now but i will probably upgrade later,Neutral,0.0,Neutral,0.0,Neutral,Neutral
Exceeded my expectations in every way possible.,Positive,5,exceeded my expectations in every way possible,Neutral,0.0,Neutral,0.0,Positive,Positive
Functional but the design could use improvement.,Neutral,3,functional but the design could use improvement,Positive,0.6124,Neutral,0.0,Neutral,Neutral
"Perfect, arrived early and exactly as described.",Positive,5,perfect arrived early and exactly as described,Positive,0.5719,Positive,0.45,Positive,Positive
"Good for basic needs, not for heavy use.",Neutral,3,good for basic needs not for heavy use,Positive,0.4404,Positive,0.16666666666666666,Neutral,Neutral
Looks great and works even better.,Positive,5,looks great and works even better,Positive,0.7906,Positive,0.65,Positive,Positive
"I am so glad I bought this, it is wonderful.",Positive,5,i am so glad i bought this it is wonderful,Positive,0.7902,Positive,0.75,Positive,Positive
"This is exactly what I needed, works great.",Positive,5,this is exactly what i needed works great,Positive,0.6249,Positive,0.525,Positive,Positive
The size is accurate and the quality is passable.,Neutral,3,the size is accurate and the quality is passable,Neutral,0.0,Positive,0.4000000000000001,Neutral,Neutral
Really impressed with the durability and finish.,Positive,5,really impressed with the durability and finish,Positive,0.5256,Positive,1.0,Positive,Positive
Works like a charm right out of the box.,Positive,5,works like a charm right out of the box,Positive,0.6369,Positive,0.2857142857142857,Positive,Positive
Best investment I have made in a long time.,Positive,5,best investment i have made in a long time,Positive,0.6369,Positive,0.475,Positive,Positive
A wonderful product that I would recommend to anyone.,Positive,5,a wonderful product that i would recommend to anyone,Positive,0.7351,Positive,1.0,Positive,Positive
"Average performance, no major complaints.",Neutral,3,average performance no major complaints,Negative,-0.5994,Neutral,-0.090625,Neutral,Neutral
"It does what it says, nothing more nothing less.",Neutral,3,it does what it says nothing more nothing less,Neutral,0.0,Positive,0.16666666666666669,Neutral,Neutral
"Incredible value for money, I am very impressed.",Positive,5,incredible value for money i am very impressed,Positive,0.6997,Positive,0.95,Positive,Positive
"Very good product for the price, satisfied.",Positive,5,very good product for the price satisfied,Positive,0.7178,Positive,0.705,Positive,Positive
"Five stars, excellent quality and quick delivery.",Positive,5,five stars excellent quality and quick delivery,Positive,0.5719,Positive,0.6666666666666666,Positive,Positive
Acceptable quality for the price I paid.,Neutral,3,acceptable quality for the price i paid,Positive,0.3182,Neutral,0.0,Neutral,Neutral
"Waste of packaging materials, the product is worthless.",Negative,1,waste of packaging materials the product is worthless,Negative,-0.6908,Negative,-0.5,Negative,Negative
"The product itself is fine, shipping was slow.",Neutral,3,the product itself is fine shipping was slow,Positive,0.2023,Neutral,0.05833333333333332,Neutral,Neutral
One of the best products I have ever bought online.,Positive,5,one of the best products i have ever bought online,Positive,0.6369,Positive,1.0,Positive,Positive
Does not work as advertised.,Negative,1,does not work as advertised,Neutral,0.0,Neutral,0.0,Negative,Negative
"Really good quality, arrived quickly and well packaged.",Positive,5,really good quality arrived quickly and well packaged,Positive,0.6478,Positive,0.5166666666666666,Positive,Positive
"Perfect condition, works exactly as shown in the description.",Positive,5,perfect condition works exactly as shown in the description,Positive,0.5719,Positive,0.625,Positive,Positive
Above and beyond what I expected for this price.,Positive,5,above and beyond what i expected for this price,Neutral,0.0,Neutral,-0.05,Positive,Positive
"I am extremely happy with my purchase, would buy again.",Positive,5,i am extremely happy with my purchase would buy again,Positive,0.6115,Positive,0.8,Positive,Positive
Not bad but not great either.,Neutral,3,not bad but not great either,Negative,-0.5448,Neutral,-0.02500000000000005,Neutral,Neutral
The product description was accurate.,Neutral,3,the product description was accurate,Neutral,0.0,Positive,0.4000000000000001,Neutral,Neutral
I expected a bit more for the price.,Neutral,3,i expected a bit more for the price,Neutral,0.0,Positive,0.2,Neutral,Neutral
"Highly recommend, the product exceeded expectations.",Positive,5,highly recommend the product exceeded expectations,Positive,0.4201,Positive,0.16,Positive,Positive
Functional but the design could use improvement.,Neutral,3,functional but the design could use improvement,Positive,0.6124,Neutral,0.0,Neutral,Neutral
"Completely useless, wasted my money.",Negative,1,completely useless wasted my money,Negative,-0.763,Negative,-0.35,Negative,Negative
"Highly recommended, the customer service was also excellent.",Positive,5,highly recommended the customer service was also excellent,Positive,0.6997,Positive,0.58,Positive,Positive
Waste of money. Do not recommend.,Negative,1,waste of money do not recommend,Negative,-0.6007,Negative,-0.2,Negative,Negative
"It is an okay product, does what it should.",Neutral,3,it is an okay product does what it should,Positive,0.2263,Positive,0.5,Neutral,Neutral
"It does what it says, nothing more nothing less.",Neutral,3,it does what it says nothing more nothing less,Neutral,0.0,Positive,0.16666666666666669,Neutral,Neutral
The product works but feels a bit cheap.,Neutral,3,the product works but feels a bit cheap,Neutral,0.0,Positive,0.4,Neutral,Neutral
Neither impressed nor disappointed.,Neutral,3,neither impressed nor disappointed,Negative,-0.5724,Positive,0.125,Neutral,Neutral
Good enough for occasional use.,Neutral,3,good enough for occasional use,Positive,0.4404,Positive,0.2333333333333333,Neutral,Neutral
Fast delivery and excellent product.,Positive,5,fast delivery and excellent product,Positive,0.5719,Positive,0.6,Positive,Positive
"Works perfectly, highly recommend.",Positive,5,works perfectly highly recommend,Positive,0.7902,Positive,0.16,Positive,Positive
"Average product, nothing special.",Neutral,3,average product nothing special,Negative,-0.3089,Positive,0.10357142857142858,Neutral,Neutral
"I can take it or leave it, does not stand out.",Neutral,3,i can take it or leave it does not stand out,Negative,-0.0516,Neutral,0.0,Neutral,Neutral
"Avoid at all costs, this is not worth it.",Negative,1,avoid at all costs this is not worth it,Negative,-0.434,Negative,-0.15,Negative,Negative
It will do for now but I will probably upgrade later.,Neutral,3,it will do for now but i will probably upgrade later,Neutral,0.0,Neutral,0.0,Neutral,Neutral
It functions but the design could be better.,Neutral,3,it functions but the design could be better,Positive,0.5927,Positive,0.5,Neutral,Neutral
Works like a charm right out of the box.,Positive,5,works like a charm right out of the box,Positive,0.6369,Positive,0.2857142857142857,Positive,Positive
Smooth transaction and excellent product quality.,Positive,5,smooth transaction and excellent product quality,Positive,0.5719,Positive,0.7,Positive,Positive
I use it daily and it has held up perfectly.,Positive,5,i use it daily and it has held up perfectly,Positive,0.6369,Positive,0.5,Positive,Positive
"Does not fit as described, very misleading.",Negative,1,does not fit as described very misleading,Negative,-0.6253,Neutral,0.0,Negative,Negative
